Domain Code,Domain,Area Code (ISO3),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value
"GT","Emissions totals","SWZ","Eswatini","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0171"
"GT","Emissions totals","ETH","Ethiopia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","4.1926"
"GT","Emissions totals","FRO","Faroe Islands","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0001"
"GT","Emissions totals","FJI","Fiji","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.002"
"GT","Emissions totals","FIN","Finland","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.6302"
"GT","Emissions totals","FRA","France","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","9.869"
"GT","Emissions totals","PYF","French Polynesia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0"
"GT","Emissions totals","GAB","Gabon","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.009"
"GT","Emissions totals","GMB","Gambia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0401"
"GT","Emissions totals","GEO","Georgia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0773"
"GT","Emissions totals","DEU","Germany","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","7.6564"
"GT","Emissions totals","GHA","Ghana","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.8552"
"GT","Emissions totals","GRC","Greece","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.5284"
"GT","Emissions totals","GRD","Grenada","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0001"
"GT","Emissions totals","GTM","Guatemala","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3584"
"GT","Emissions totals","GIN","Guinea","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.9962"
"GT","Emissions totals","GNB","Guinea-Bissau","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0731"
"GT","Emissions totals","GUY","Guyana","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1401"
"GT","Emissions totals","HTI","Haiti","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1131"
"GT","Emissions totals","HND","Honduras","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.151"
"GT","Emissions totals","HUN","Hungary","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.4018"
"GT","Emissions totals","ISL","Iceland","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0016"
"GT","Emissions totals","IND","India","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","73.1724"
"GT","Emissions totals","IDN","Indonesia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","13.1809"
"GT","Emissions totals","IRN","Iran (Islamic Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","3.5852"
"GT","Emissions totals","IRQ","Iraq","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.831"
"GT","Emissions totals","IRL","Ireland","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3457"
"GT","Emissions totals","ISR","Israel","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.055"
"GT","Emissions totals","ITA","Italy","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.9586"
"GT","Emissions totals","JAM","Jamaica","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0009"
"GT","Emissions totals","JPN","Japan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.067"
"GT","Emissions totals","JOR","Jordan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0303"
"GT","Emissions totals","KAZ","Kazakhstan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","4.7222"
"GT","Emissions totals","KEN","Kenya","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.0905"
"GT","Emissions totals","KWT","Kuwait","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0046"
"GT","Emissions totals","KGZ","Kyrgyzstan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3952"
"GT","Emissions totals","LAO","Lao People's Democratic Republic","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.7976"
"GT","Emissions totals","LVA","Latvia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.6628"
"GT","Emissions totals","LBN","Lebanon","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.046"
"GT","Emissions totals","LSO","Lesotho","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0149"
"GT","Emissions totals","LBR","Liberia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1079"
"GT","Emissions totals","LBY","Libya","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0701"
"GT","Emissions totals","LTU","Lithuania","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.1711"
"GT","Emissions totals","LUX","Luxembourg","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0227"
"GT","Emissions totals","MDG","Madagascar","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.0826"
"GT","Emissions totals","MWI","Malawi","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.8069"
"GT","Emissions totals","MYS","Malaysia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.4889"
"GT","Emissions totals","MDV","Maldives","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0"
"GT","Emissions totals","MLI","Mali","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.0232"
"GT","Emissions totals","MLT","Malta","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0003"
"GT","Emissions totals","MRT","Mauritania","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1072"
"GT","Emissions totals","MUS","Mauritius","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0005"
"GT","Emissions totals","MEX","Mexico","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","5.6405"
"GT","Emissions totals","FSM","Micronesia (Federated States of)","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0001"
"GT","Emissions totals","MNG","Mongolia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1093"
"GT","Emissions totals","MNE","Montenegro","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0022"
"GT","Emissions totals","MAR","Morocco","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.9507"
"GT","Emissions totals","MOZ","Mozambique","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.6765"
"GT","Emissions totals","MMR","Myanmar","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","6.2048"
"GT","Emissions totals","NAM","Namibia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0382"
"GT","Emissions totals","NPL","Nepal","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.148"
"GT","Emissions totals","NLD","Netherlands (Kingdom of the)","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.412"
"GT","Emissions totals","NCL","New Caledonia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0014"
"GT","Emissions totals","NZL","New Zealand","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1858"
"GT","Emissions totals","NIC","Nicaragua","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.2051"
"GT","Emissions totals","NER","Niger","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.5948"
"GT","Emissions totals","NGA","Nigeria","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","6.5033"
"GT","Emissions totals","MKD","North Macedonia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1126"
"GT","Emissions totals","NOR","Norway","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.2461"
"GT","Emissions totals","OMN","Oman","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0223"
"GT","Emissions totals","PAK","Pakistan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","9.1402"
"GT","Emissions totals","PSE","Palestine","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.013"
"GT","Emissions totals","PAN","Panama","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1001"
"GT","Emissions totals","PNG","Papua New Guinea","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0027"
"GT","Emissions totals","PRY","Paraguay","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","3.4344"
"GT","Emissions totals","PER","Peru","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.0466"
"GT","Emissions totals","PHL","Philippines","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","4.8969"
"GT","Emissions totals","POL","Poland","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","4.8176"
"GT","Emissions totals","PRT","Portugal","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1647"
"GT","Emissions totals","PRI","Puerto Rico","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0"
"GT","Emissions totals","QAT","Qatar","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0002"
"GT","Emissions totals","KOR","Republic of Korea","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.8662"
"GT","Emissions totals","MDA","Republic of Moldova","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.291"
"GT","Emissions totals","ROU","Romania","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","3.0778"
"GT","Emissions totals","RUS","Russian Federation","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","26.9115"
"GT","Emissions totals","RWA","Rwanda","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3172"
"GT","Emissions totals","VCT","Saint Vincent and the Grenadines","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0001"
"GT","Emissions totals","STP","Sao Tome and Principe","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0001"
"GT","Emissions totals","SAU","Saudi Arabia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.235"
"GT","Emissions totals","SEN","Senegal","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.6987"
"GT","Emissions totals","SRB","Serbia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.825"
"GT","Emissions totals","SLE","Sierra Leone","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3338"
"GT","Emissions totals","SVK","Slovakia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.7934"
"GT","Emissions totals","SVN","Slovenia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1106"
"GT","Emissions totals","SLB","Solomon Islands","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0008"
"GT","Emissions totals","SOM","Somalia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0798"
"GT","Emissions totals","ZAF","South Africa","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.9955"
"GT","Emissions totals","SSD","South Sudan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.2384"
"GT","Emissions totals","ESP","Spain","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","4.7698"
"GT","Emissions totals","LKA","Sri Lanka","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.9904"
"GT","Emissions totals","SDN","Sudan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.5588"
"GT","Emissions totals","SUR","Suriname","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0478"
"GT","Emissions totals","SWE","Sweden","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.0767"
"GT","Emissions totals","CHE","Switzerland","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.18"
"GT","Emissions totals","SYR","Syrian Arab Republic","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.1619"
"GT","Emissions totals","TJK","Tajikistan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.2764"
"GT","Emissions totals","THA","Thailand","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","7.5126"
"GT","Emissions totals","TLS","Timor-Leste","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0252"
"GT","Emissions totals","TGO","Togo","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3508"
"GT","Emissions totals","TTO","Trinidad and Tobago","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0011"
"GT","Emissions totals","TUN","Tunisia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3702"
"GT","Emissions totals","TUR","Türkiye","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","7.1121"
"GT","Emissions totals","TKM","Turkmenistan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3569"
"GT","Emissions totals","UGA","Uganda","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.9545"
"GT","Emissions totals","UKR","Ukraine","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","12.035"
"GT","Emissions totals","ARE","United Arab Emirates","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0032"
"GT","Emissions totals","GBR","United Kingdom of Great Britain and Northern Ireland","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","3.6442"
"GT","Emissions totals","TZA","United Republic of Tanzania","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","2.3817"
"GT","Emissions totals","USA","United States of America","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","80.7027"
"GT","Emissions totals","URY","Uruguay","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.0271"
"GT","Emissions totals","UZB","Uzbekistan","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","1.4677"
"GT","Emissions totals","VUT","Vanuatu","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.0002"
"GT","Emissions totals","VEN","Venezuela (Bolivarian Republic of)","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.4035"
"GT","Emissions totals","VNM","Viet Nam","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","8.0247"
"GT","Emissions totals","YEM","Yemen","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.1114"
"GT","Emissions totals","ZMB","Zambia","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.6484"
"GT","Emissions totals","ZWE","Zimbabwe","7234","Direct emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","0.3421"
